,"Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)"
"Central African Republic","2.8 [1.1-6.0]","3.0 [1.2-6.3]","3.1 [1.3-6.5]","3.2 [1.3-6.5]","3.3 [1.4-6.8]","3.0 [1.3-5.9]","2.9 [1.2-5.7]","3.4 [1.4-7.0]","3.4 [1.4-7.1]","3.5 [1.5-7.2]","3.6 [1.5-7.3]","3.4 [1.4-7.0]","3.4 [1.4-7.1]","3.5 [1.5-7.2]","3.4 [1.4-7.0]","3.5 [1.4-7.2]","3.7 [1.5-7.6]","3.8 [1.6-7.7]","3.9 [1.6-7.9]","4.2 [1.7-8.5]"
"Chad","3.5 [1.2-8.1]","3.6 [1.3-8.2]","3.8 [1.3-8.7]","3.8 [1.3-8.7]","3.9 [1.4-8.9]","3.9 [1.4-9.0]","4.1 [1.5-9.2]","4.0 [1.4-8.9]","3.9 [1.4-8.7]","4.0 [1.5-9.1]","4.0 [1.4-9.2]","3.9 [1.4-8.9]","4.1 [1.5-9.6]","3.9 [1.4-9.0]","4.0 [1.4-9.2]","3.9 [1.4-8.9]","3.9 [1.4-8.9]","4.0 [1.4-9.3]","3.8 [1.4-8.5]","4.2 [1.5-9.6]"
"Chile","0.4 [0.2-0.5]","0.4 [0.3-0.6]","0.4 [0.3-0.5]","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.2 [0.2-0.3]","0.3 [0.2-0.4]","0.2 [0.2-0.3]","0.4 [0.3-0.6]","0.3 [0.2-0.4]","0.5 [0.3-0.6]","0.5 [0.4-0.6]","0.6 [0.4-0.8]","0.5 [0.3-0.6]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.5 [0.4-0.7]","0.2 [0.2-0.3]","0.3 [0.2-0.4]"
"China","1.8 [1.1-2.3]","1.8 [1.2-2.3]","1.9 [1.2-2.3]","1.9 [1.3-2.3]","2.0 [1.3-2.4]","2.0 [1.3-2.4]","2.0 [1.4-2.4]","2.1 [1.4-2.4]","2.1 [1.5-2.5]","2.1 [1.5-2.5]","2.1 [1.5-2.5]","2.1 [1.5-2.4]","2.0 [1.5-2.3]","2.0 [1.5-2.3]","2.0 [1.6-2.4]","2.0 [1.6-2.3]","1.9 [1.5-2.2]","1.8 [1.5-2.2]","1.8 [1.4-2.2]","1.7 [1.4-2.2]"
"Colombia","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.1]","0.2 [0.1-0.2]","0.2 [0.1-0.2]","0.2 [0.1-0.2]","0.2 [0.1-0.2]","0.2 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.2 [0.2-0.3]","0.2 [0.1-0.2]"
"Comoros","2.4 [0.8-5.6]","2.4 [0.9-5.6]","2.5 [0.9-5.7]","2.5 [0.9-5.8]","2.6 [1.0-5.8]","2.6 [1.0-6.0]","2.5 [0.9-5.7]","2.6 [1.0-5.8]","2.5 [0.9-5.5]","2.7 [1.0-6.2]","2.4 [0.9-5.3]","2.7 [1.0-5.8]","2.6 [1.0-5.7]","2.7 [1.0-6.0]","2.7 [1.0-6.1]","2.9 [1.1-6.3]","2.9 [1.0-6.6]","2.9 [1.1-6.6]","3.0 [1.1-6.9]","3.1 [1.1-6.8]"
"Congo","1.3 [0.5-3.0]","1.3 [0.5-3.0]","1.3 [0.5-3.0]","1.4 [0.5-3.1]","1.4 [0.5-3.0]","1.7 [0.6-3.7]","1.8 [0.7-3.8]","1.8 [0.7-3.8]","1.8 [0.7-3.9]","1.9 [0.7-4.0]","1.9 [0.8-4.1]","1.9 [0.8-4.1]","2.0 [0.8-4.1]","2.1 [0.8-4.3]","2.1 [0.8-4.4]","2.1 [0.8-4.4]","2.1 [0.8-4.4]","2.1 [0.8-4.4]","2.4 [0.9-5.0]","2.7 [1.1-5.5]"
"Costa Rica","0.1 [0.1-0.1]","0.1 [0.1-0.2]","0.1 [0.0-0.1]","0.2 [0.1-0.3]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.2 [0.1-0.2]","0.2 [0.1-0.2]","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.0-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.2]","0.2 [0.1-0.2]","0.1 [0.1-0.2]","0.2 [0.2-0.3]","0.1 [0.1-0.2]"
"C̫te d'Ivoire","2.5 [0.9-5.8]","2.6 [1.0-5.7]","2.6 [1.0-5.9]","2.7 [1.0-6.1]","2.8 [1.1-6.3]","2.8 [1.1-6.1]","2.9 [1.1-6.3]","2.9 [1.1-6.2]","2.8 [1.1-5.9]","2.8 [1.1-6.2]","2.8 [1.1-6.1]","2.7 [1.1-5.9]","2.9 [1.2-6.2]","2.9 [1.2-6.2]","2.8 [1.1-5.8]","2.7 [1.1-5.5]","2.7 [1.1-5.5]","2.6 [1.1-5.4]","2.8 [1.2-5.8]","3.0 [1.2-6.2]"
"Croatia","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.3 [0.2-0.5]","0.4 [0.3-0.6]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.8 [0.6-1.1]","0.4 [0.3-0.6]","0.5 [0.3-0.6]","0.6 [0.4-0.8]","0.5 [0.4-0.7]","0.6 [0.4-0.8]","0.6 [0.4-0.8]","0.9 [0.6-1.1]","0.9 [0.7-1.2]","0.8 [0.6-1.1]","0.5 [0.4-0.7]","0.6 [0.5-0.9]","0.6 [0.4-0.8]"
"Cuba","0.2 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.2 [0.1-0.3]","0.1 [0.1-0.2]","0.2 [0.2-0.3]","0.1 [0.1-0.2]","0.2 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.2 [0.1-0.3]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.2 [0.2-0.3]","0.3 [0.2-0.4]","0.2 [0.2-0.3]","0.3 [0.2-0.4]","0.2 [0.2-0.3]","0.2 [0.2-0.3]"
"Cyprus","0.3 [0.2-0.5]","0.5 [0.3-0.7]","0.2 [0.1-0.3]","0.5 [0.3-0.7]","0.2 [0.1-0.3]","0.2 [0.1-0.3]","0.4 [0.2-0.6]","0.2 [0.1-0.3]","1.2 [0.6-1.7]","0.0 [0.0-0.0]","0.4 [0.2-0.6]","0.5 [0.3-0.8]","0.8 [0.4-1.1]","0.4 [0.2-0.7]","0.1 [0.1-0.2]","0.0 [0.0-0.0]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]"
"Czechia","0.4 [0.3-0.5]","0.5 [0.3-0.6]","0.9 [0.7-1.1]","0.8 [0.6-1.1]","0.8 [0.6-1.1]","0.8 [0.6-1.1]","1.1 [0.8-1.4]","1.1 [0.8-1.4]","1.0 [0.7-1.3]","1.0 [0.8-1.3]","0.9 [0.7-1.1]","0.9 [0.7-1.2]","0.9 [0.6-1.1]","0.9 [0.7-1.1]","1.1 [0.8-1.4]","1.0 [0.7-1.3]","1.1 [0.8-1.4]","1.2 [0.9-1.6]","1.3 [1.0-1.7]","1.2 [0.9-1.6]"
"Democratic People's Republic of Korea","1.4 [0.6-2.8]","1.4 [0.6-2.8]","1.5 [0.7-2.9]","1.6 [0.7-3.1]","1.6 [0.7-3.2]","1.5 [0.7-3.0]","1.5 [0.7-3.0]","1.5 [0.7-2.9]","1.5 [0.7-2.9]","1.5 [0.6-2.8]","1.4 [0.6-2.7]","1.4 [0.6-2.7]","1.3 [0.6-2.5]","1.3 [0.6-2.5]","1.3 [0.6-2.5]","1.3 [0.5-2.5]","1.3 [0.5-2.5]","1.3 [0.6-2.6]","1.3 [0.5-2.6]","1.3 [0.6-2.7]"
"Democratic Republic of the Congo","2.0 [0.7-4.7]","2.2 [0.8-5.2]","2.2 [0.8-5.1]","2.1 [0.8-4.9]","2.3 [0.8-5.4]","2.4 [0.9-5.8]","2.4 [0.9-5.6]","2.4 [0.9-5.6]","2.4 [0.9-5.6]","2.5 [1.0-5.6]","2.4 [0.9-5.3]","2.3 [0.9-5.0]","2.3 [0.9-5.0]","2.3 [0.9-5.1]","2.3 [0.9-5.0]","2.2 [0.9-4.7]","2.3 [1.0-4.9]","2.2 [0.9-4.8]","2.4 [1.0-5.2]","2.5 [1.0-5.2]"
"Denmark","0.1 [0.1-0.1]","0.1 [0.1-0.2]","0.0 [0.0-0.1]","0.1 [0.1-0.2]","0.2 [0.2-0.3]","0.2 [0.1-0.3]","0.2 [0.1-0.3]","0.2 [0.1-0.3]","0.3 [0.2-0.5]","0.2 [0.2-0.3]","0.3 [0.2-0.4]","0.1 [0.1-0.1]","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.2 [0.1-0.3]","0.3 [0.2-0.4]","0.3 [0.2-0.4]"
"Djibouti","2.5 [1.0-5.6]","2.6 [1.0-5.7]","2.7 [1.1-5.9]","2.6 [1.1-5.9]","2.6 [1.0-5.7]","2.7 [1.1-6.0]","2.7 [1.1-6.0]","2.5 [1.0-5.5]","2.6 [1.0-5.7]","2.6 [1.0-5.7]","2.5 [1.0-5.5]","2.4 [0.9-5.2]","2.5 [1.0-5.5]","2.5 [1.0-5.4]","2.4 [0.9-5.2]","2.5 [1.0-5.5]","2.7 [1.0-5.9]","2.7 [1.0-5.9]","2.6 [1.0-5.9]","2.7 [1.0-5.9]"
"Dominican Republic","0.4 [0.2-0.9]","0.4 [0.2-0.9]","0.5 [0.2-1.0]","0.5 [0.2-1.0]","0.5 [0.2-0.9]","0.4 [0.2-0.9]","0.4 [0.2-0.8]","0.4 [0.2-0.7]","0.3 [0.2-0.6]","0.3 [0.1-0.6]","0.3 [0.2-0.6]","0.3 [0.1-0.6]","0.3 [0.1-0.6]","0.3 [0.2-0.6]","0.3 [0.1-0.6]","0.3 [0.1-0.5]","0.3 [0.2-0.6]","0.3 [0.2-0.6]","0.3 [0.2-0.6]","0.4 [0.2-0.7]"
"Ecuador","0.3 [0.2-0.5]","0.3 [0.2-0.5]","0.4 [0.2-0.6]","0.4 [0.2-0.6]","0.4 [0.2-0.6]","0.4 [0.3-0.6]","0.4 [0.3-0.6]","0.5 [0.3-0.7]","0.5 [0.3-0.7]","0.5 [0.3-0.7]","0.5 [0.3-0.7]","0.5 [0.3-0.7]","0.5 [0.3-0.7]","0.5 [0.3-0.8]","0.5 [0.4-0.8]","0.5 [0.3-0.8]","0.6 [0.4-0.8]","0.6 [0.4-0.8]","0.6 [0.4-0.8]","0.6 [0.4-0.9]"
"Egypt","0.2 [0.1-0.4]","0.2 [0.1-0.4]","0.2 [0.1-0.4]","0.2 [0.1-0.4]","0.2 [0.1-0.4]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.3 [0.1-0.5]","0.3 [0.1-0.5]","0.3 [0.1-0.5]"
"El Salvador","0.2 [0.1-0.4]","0.2 [0.1-0.4]","0.2 [0.1-0.4]","0.2 [0.1-0.4]","0.6 [0.3-0.9]","0.1 [0.1-0.2]","0.2 [0.1-0.3]","0.2 [0.1-0.2]","0.1 [0.1-0.2]","0.4 [0.2-0.6]","0.1 [0.1-0.1]","0.0 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.1-0.2]","0.4 [0.2-0.6]","0.3 [0.2-0.4]","0.1 [0.1-0.2]","0.5 [0.2-0.7]","0.4 [0.2-0.6]","0.5 [0.2-0.7]"
"Equatorial Guinea","1.6 [0.5-3.7]","1.7 [0.5-3.9]","1.7 [0.6-4.0]","1.8 [0.6-4.1]","1.9 [0.6-4.4]","1.9 [0.6-4.3]","1.8 [0.6-4.2]","2.0 [0.7-4.5]","2.1 [0.7-4.8]","2.1 [0.7-4.7]","2.0 [0.7-4.4]","2.0 [0.7-4.5]","2.1 [0.8-4.8]","2.2 [0.8-5.0]","2.1 [0.8-4.6]","2.2 [0.8-4.8]","2.4 [0.9-5.4]","2.6 [1.0-5.6]","2.9 [1.1-6.2]","3.2 [1.3-6.9]"
"Eritrea","3.3 [1.3-7.3]","3.2 [1.3-7.2]","3.1 [1.2-6.6]","3.3 [1.3-7.2]","3.3 [1.3-7.0]","3.4 [1.4-7.2]","3.6 [1.4-7.6]","3.6 [1.4-7.6]","3.8 [1.5-8.1]","3.9 [1.5-8.5]","4.0 [1.6-8.5]","4.0 [1.6-8.6]","4.0 [1.6-8.4]","4.0 [1.6-8.3]","4.0 [1.6-8.4]","4.1 [1.6-8.7]","4.0 [1.6-8.5]","4.3 [1.7-9.0]","4.3 [1.7-9.0]","4.3 [1.7-8.8]"
"Estonia","0.6 [0.4-0.9]","0.8 [0.6-1.2]","0.6 [0.4-0.8]","0.9 [0.6-1.2]","0.5 [0.3-0.7]","0.7 [0.5-1.0]","0.6 [0.4-0.8]","1.2 [0.9-1.7]","1.2 [0.9-1.6]","0.9 [0.6-1.2]","0.9 [0.7-1.3]","0.6 [0.4-0.8]","1.4 [1.0-1.9]","1.3 [1.0-1.8]","2.0 [1.5-2.7]","1.5 [1.1-2.0]","1.9 [1.4-2.5]","1.7 [1.3-2.3]","2.6 [1.9-3.4]","3.5 [2.6-4.6]"
"Eswatini","3.3 [1.2-7.3]","3.2 [1.1-7.2]","3.3 [1.2-7.6]","3.6 [1.2-8.1]","3.7 [1.3-8.5]","3.9 [1.4-8.9]","4.3 [1.5-9.7]","4.6 [1.6-10.2]","4.6 [1.6-10.1]","5.0 [1.7-10.9]","5.4 [1.9-11.8]","5.5 [1.9-11.9]","5.5 [1.9-11.7]","5.0 [1.8-10.9]","5.1 [1.8-11.0]","5.0 [1.8-10.8]","4.9 [1.8-10.7]","4.7 [1.7-10.2]","4.3 [1.6-9.4]","4.1 [1.5-9.0]"
"Ethiopia","3.3 [1.6-5.8]","3.4 [1.7-6.0]","3.5 [1.8-6.1]","3.6 [1.8-6.2]","3.5 [1.7-5.9]","3.7 [1.8-6.3]","4.0 [2.0-6.9]","4.3 [2.2-7.4]","4.6 [2.3-7.8]","4.8 [2.4-8.1]","4.9 [2.4-8.3]","5.4 [2.7-9.3]","5.9 [2.9-10.1]","5.9 [2.9-10.0]","6.2 [3.0-10.7]","6.4 [3.1-11.2]","6.8 [3.3-11.8]","7.1 [3.4-12.3]","7.7 [3.6-13.5]","6.2 [2.9-10.5]"
"Fiji","0.3 [0.1-0.5]","0.3 [0.1-0.5]","0.3 [0.1-0.5]","0.2 [0.1-0.5]","0.2 [0.1-0.5]","0.3 [0.1-0.5]","0.3 [0.1-0.5]","0.2 [0.1-0.4]","0.2 [0.1-0.4]","0.3 [0.1-0.4]","0.3 [0.1-0.4]","0.3 [0.1-0.5]","0.3 [0.2-0.5]","0.3 [0.2-0.5]","0.3 [0.2-0.6]","0.3 [0.2-0.6]","0.4 [0.2-0.6]","0.4 [0.2-0.7]","0.4 [0.2-0.8]","0.4 [0.2-0.8]"
"Finland","0.4 [0.3-0.6]","0.6 [0.4-0.8]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.5 [0.4-0.7]","0.5 [0.4-0.7]","0.6 [0.4-0.8]","0.4 [0.3-0.5]","1.0 [0.7-1.3]","1.1 [0.8-1.5]","1.1 [0.8-1.5]","1.1 [0.8-1.5]","1.2 [0.9-1.6]","1.0 [0.7-1.3]","0.8 [0.6-1.1]","0.9 [0.7-1.3]","0.7 [0.5-0.9]","0.7 [0.5-0.9]","0.6 [0.4-0.8]","0.5 [0.4-0.7]"
"France","0.3 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.3 [0.2-0.4]","0.4 [0.3-0.5]","0.3 [0.3-0.4]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.3-0.6]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.3 [0.3-0.4]","0.3 [0.3-0.4]","0.4 [0.3-0.5]"
"Gabon","1.3 [0.5-2.8]","1.4 [0.5-2.9]","1.3 [0.5-2.8]","1.4 [0.5-2.9]","1.6 [0.6-3.3]","1.6 [0.6-3.5]","1.4 [0.6-3.1]","1.5 [0.6-3.1]","1.7 [0.7-3.7]","1.8 [0.7-3.7]","1.9 [0.7-3.9]","2.0 [0.8-4.3]","1.9 [0.8-3.9]","2.0 [0.8-4.1]","1.9 [0.8-4.1]","1.7 [0.7-3.3]","1.9 [0.8-3.9]","2.0 [0.8-3.9]","2.0 [0.8-4.0]","2.2 [0.9-4.4]"
"Gambia","1.8 [0.7-4.3]","1.9 [0.7-4.4]","2.0 [0.8-4.6]","2.1 [0.8-4.9]","2.2 [0.8-5.2]","2.3 [0.9-5.4]","2.4 [0.9-5.5]","2.5 [0.9-5.7]","2.6 [1.0-5.8]","2.6 [1.0-5.7]","2.6 [1.0-5.7]","2.7 [1.1-5.8]","2.7 [1.1-5.9]","2.8 [1.1-6.1]","2.9 [1.2-6.2]","3.1 [1.3-6.5]","3.2 [1.3-6.7]","3.3 [1.3-7.0]","3.3 [1.3-7.0]","3.3 [1.3-7.1]"
"Georgia","0.6 [0.4-0.8]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.7 [0.5-0.9]","0.7 [0.5-0.9]","0.7 [0.5-1.0]","0.7 [0.5-1.0]","0.7 [0.5-1.0]","0.7 [0.5-1.0]","0.7 [0.5-1.0]","0.9 [0.6-1.2]","0.8 [0.5-1.0]","0.7 [0.5-1.0]","0.7 [0.5-1.0]","0.7 [0.5-1.0]","0.6 [0.5-0.9]","0.7 [0.5-0.9]","0.8 [0.6-1.2]","0.7 [0.5-0.9]","0.8 [0.6-1.1]"
"Germany","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.2 [0.1-0.2]","0.2 [0.1-0.2]","0.1 [0.1-0.2]","0.2 [0.1-0.2]","0.2 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.1]","0.1 [0.1-0.2]","0.1 [0.1-0.1]","0.1 [0.1-0.2]","0.1 [0.1-0.1]"
"Ghana","1.7 [0.7-3.7]","1.8 [0.7-3.7]","1.8 [0.8-3.8]","1.9 [0.8-4.0]","2.0 [0.9-4.0]","2.1 [0.9-4.1]","2.1 [1.0-4.1]","2.1 [1.0-4.0]","2.1 [1.0-3.9]","2.1 [1.1-3.9]","2.2 [1.1-3.9]","2.2 [1.1-3.9]","2.2 [1.1-3.9]","2.2 [1.1-3.9]","2.2 [1.1-3.9]","2.1 [1.1-3.9]","2.1 [1.1-3.9]","2.0 [1.0-3.7]","2.0 [1.0-3.6]","1.9 [0.9-3.5]"
"Greece","0.2 [0.1-0.3]","0.2 [0.1-0.2]","0.3 [0.2-0.4]","0.2 [0.1-0.2]","0.1 [0.1-0.1]","0.2 [0.1-0.2]","0.2 [0.1-0.2]","0.2 [0.1-0.2]","0.2 [0.1-0.2]","0.2 [0.2-0.3]","0.3 [0.2-0.4]","0.2 [0.2-0.3]","0.3 [0.2-0.4]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.2 [0.2-0.3]","0.2 [0.2-0.3]","0.3 [0.2-0.4]","0.3 [0.3-0.5]","0.3 [0.2-0.4]"
"Grenada","0.1 [0.1-0.1]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.5 [0.3-0.6]","0.0 [0.0-0.1]","0.1 [0.0-0.1]","0.5 [0.4-0.7]","0.4 [0.3-0.6]","0.4 [0.3-0.5]","0.0 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.1-0.1]","0.4 [0.3-0.5]","1.3 [1.0-1.7]","0.8 [0.6-1.1]","0.9 [0.6-1.2]","1.1 [0.8-1.5]"
"Guatemala","1.6 [1.0-2.3]","1.6 [1.1-2.3]","1.6 [1.2-2.2]","1.7 [1.2-2.3]","1.8 [1.3-2.4]","1.8 [1.3-2.4]","1.9 [1.4-2.5]","2.0 [1.4-2.6]","2.0 [1.5-2.6]","1.9 [1.4-2.5]","1.9 [1.4-2.5]","1.7 [1.2-2.3]","1.6 [1.2-2.2]","1.9 [1.4-2.5]","1.8 [1.3-2.4]","1.5 [1.1-2.0]","1.4 [1.0-1.8]","1.2 [0.9-1.7]","1.2 [0.9-1.7]","1.2 [0.8-1.6]"
"Guinea","2.3 [0.9-5.1]","2.7 [1.0-6.0]","2.7 [1.0-6.1]","2.8 [1.1-6.2]","2.9 [1.1-6.3]","2.8 [1.1-6.3]","2.8 [1.1-6.2]","2.7 [1.1-6.1]","2.7 [1.1-6.1]","2.7 [1.1-6.1]","2.6 [1.0-5.9]","2.7 [1.0-5.9]","2.7 [1.1-6.1]","2.7 [1.0-6.1]","2.7 [1.0-6.1]","2.8 [1.1-6.3]","2.7 [1.0-6.0]","2.7 [1.0-6.0]","2.4 [0.9-5.4]","2.5 [1.0-5.5]"
